,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
83,245528836,959097,0AFL22D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
84,249093892,973023,0AFL22E,,0.0,,0.0,0.01,1,EQ,BSE,BSE
85,245840900,960316,0AFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
86,249129476,973162,0AFL23A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
87,244913156,956692,0AHREPL27,,0.0,,0.0,0.01,10,EQ,BSE,BSE
88,243965956,952992,0ALPHA25,,0.0,,0.0,0.01,10,EQ,BSE,BSE
89,245494788,958964,0AML22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
90,245574148,959274,0AML23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
91,245503492,958998,0ARIPL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
92,245879044,960465,0ARIPL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
93,243966212,952993,0ARPL27,,0.0,,0.0,0.01,10,EQ,BSE,BSE
94,244888068,956594,0ATCPL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
95,244624900,955566,0BFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
96,245312516,958252,0BFL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
97,245353476,958412,0BFL22B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
98,245734404,959900,0BFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
99,245255428,958029,0BHFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
100,245347588,958389,0BHFL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
101,245582084,959305,0BHFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
102,249131268,973169,0BHFL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
103,244817156,956317,0BVIL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
104,244592644,955440,0CPPL26,,0.0,,0.0,0.01,100,EQ,BSE,BSE
105,239744516,936502,0DLSL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
106,239830532,936838,0DLSL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
107,239746052,936508,0DLSL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
108,239832068,936844,0DLSL24A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
109,239862532,936963,0ECL21,,0.0,,0.0,0.01,1,EQ,BSE,BSE
110,239863556,936967,0ECL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
111,239865092,936973,0ECL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
112,239893252,937083,0EFIL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
113,239894788,937089,0EFIL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
114,239798788,936714,0EFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
115,239679492,936248,0EFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
116,239800324,936720,0EFL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
117,239958276,937337,0EFSL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
118,239998212,937493,0EFSL24A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
119,239959812,937343,0EFSL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
120,239999748,937499,0EFSL26B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
121,239562244,935790,0EHFL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
122,243618820,951636,0EHIPL2022,,0.0,,0.0,0.01,1,EQ,BSE,BSE
123,245015812,957093,0EIPPL27,,0.0,,0.0,0.01,10,EQ,BSE,BSE
124,245522948,959074,0EOPREIT22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
125,245508868,959019,0FFSPL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
126,249125124,973145,0GEPL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
127,245500932,958988,0GFPL22,,0.0,,0.0,0.01,10,EQ,BSE,BSE
128,245569028,959254,0GIL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
129,245569796,959257,0GIL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
130,243286276,950337,0GIPL2022E,,0.0,,0.0,0.01,1,EQ,BSE,BSE
131,245260548,958049,0GIPL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
132,204887812,800343,0GOI2021,,0.0,,0.0,0.05,100,EQ,BSE,BSE
133,204888068,800344,0GOI2022,,0.0,,0.0,0.05,100,EQ,BSE,BSE
134,204888324,800345,0GOI2022A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
135,204888580,800346,0GOI2022B,,0.0,,0.0,0.05,100,EQ,BSE,BSE
136,204888836,800347,0GOI2023,,0.0,,0.0,0.05,100,EQ,BSE,BSE
137,204889092,800348,0GOI2023A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
138,204889348,800349,0GOI2024,,0.0,,0.0,0.05,100,EQ,BSE,BSE
139,204889604,800350,0GOI2024A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
140,204889860,800351,0GOI2024B,,0.0,,0.0,0.05,100,EQ,BSE,BSE
141,204890116,800352,0GOI2025,,0.0,,0.0,0.05,100,EQ,BSE,BSE
142,204890372,800353,0GOI2025A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
143,204890628,800354,0GOI2026,,0.0,,0.0,0.05,100,EQ,BSE,BSE
144,204890884,800355,0GOI2026A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
145,204891140,800356,0GOI2026B,,0.0,,0.0,0.05,100,EQ,BSE,BSE
146,204891396,800357,0GOI2026C,,0.0,,0.0,0.05,100,EQ,BSE,BSE
147,204891652,800358,0GOI2026D,,0.0,,0.0,0.05,100,EQ,BSE,BSE
148,204891908,800359,0GOI2027,,0.0,,0.0,0.05,100,EQ,BSE,BSE
149,204892164,800360,0GOI2027A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
150,204892420,800361,0GOI2027B,,0.0,,0.0,0.05,100,EQ,BSE,BSE
151,204892676,800362,0GOI2027C,,0.0,,0.0,0.05,100,EQ,BSE,BSE
152,204892932,800363,0GOI2028,,0.0,,0.0,0.05,100,EQ,BSE,BSE
153,204893188,800364,0GOI2028A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
154,204893444,800365,0GOI2028B,,0.0,,0.0,0.05,100,EQ,BSE,BSE
155,204893700,800366,0GOI2028C,,0.0,,0.0,0.05,100,EQ,BSE,BSE
156,204894212,800368,0GOI21,,0.0,,0.0,0.05,100,EQ,BSE,BSE
157,204894468,800369,0GOI22,,0.0,,0.0,0.05,100,EQ,BSE,BSE
158,204894724,800370,0GOI22A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
159,204894980,800371,0GOI23,,0.0,,0.0,0.05,100,EQ,BSE,BSE
160,204895236,800372,0GOI23A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
161,204895492,800373,0GOI24,,0.0,,0.0,0.05,100,EQ,BSE,BSE
162,204895748,800374,0GOI24A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
163,204896004,800375,0GOI25,,0.0,,0.0,0.05,100,EQ,BSE,BSE
164,204896260,800376,0GOI26,,0.0,,0.0,0.05,100,EQ,BSE,BSE
165,204896516,800377,0GOI26A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
166,204896772,800378,0GOI30,,0.0,,0.0,0.05,100,EQ,BSE,BSE
167,204897028,800379,0GOI30A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
168,204897284,800380,0GOI36,,0.0,,0.0,0.05,100,EQ,BSE,BSE
169,204897540,800381,0GOI36A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
170,204897796,800382,0GOI40,,0.0,,0.0,0.05,100,EQ,BSE,BSE
171,204898052,800383,0GOI40A,,0.0,,0.0,0.05,100,EQ,BSE,BSE
172,204898308,800384,0GOI41,,0.0,,0.0,0.05,100,EQ,BSE,BSE
173,244757508,956084,0GPSPL21,,0.0,,0.0,0.01,1,EQ,BSE,BSE
174,245342980,958371,0GRIL21,,0.0,,0.0,0.01,1,EQ,BSE,BSE
175,245342468,958369,0GRIL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
176,245342724,958370,0GRIL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
177,249169412,973318,0HDBFS23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
178,245330436,958322,0HFSL21,,0.0,,0.0,0.01,1,EQ,BSE,BSE
179,245360644,958440,0HFSL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
180,245801732,960163,0HFSL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
181,239580676,935862,0IBHFL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
182,239582724,935870,0IBHFL26A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
183,239441668,935319,0IFCI21E,,0.0,,0.0,0.01,1,EQ,BSE,BSE
184,239442692,935323,0IFCI24G,,0.0,,0.0,0.01,1,EQ,BSE,BSE
185,239450372,935353,0IFCI25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
186,239825924,936820,0IFL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
187,239827460,936826,0IFL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
188,239988996,937457,0IFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
189,240031492,937623,0IHFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
190,244770564,956135,0IIFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
191,244956420,956861,0IIFLW23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
192,244491780,955046,0ILFSWEL21,,0.0,,0.0,0.01,1,EQ,BSE,BSE
193,245033220,957161,0IPDPL21,,0.0,,0.0,0.01,1000,EQ,BSE,BSE
194,244337156,954442,0IVEPL28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
195,245319428,958279,0JFARCL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
196,245254404,958025,0JFC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
197,245320708,958284,0JFPL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
198,239906052,937133,0JFPL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
199,239907076,937137,0JFPL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
200,239908612,937143,0JFPL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
201,245384708,958534,0JHL21,,0.0,,0.0,0.01,1,EQ,BSE,BSE
202,245388036,958547,0JHL21A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
203,245383428,958529,0JHL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
204,245388292,958548,0JHL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
205,245396484,958580,0JHL22B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
206,245181444,957740,0JMFCSL21A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
207,239712772,936378,0JMFCSL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
208,245320964,958285,0JMFPL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
209,239833092,936848,0JMFPL22B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
210,239834628,936854,0JMFPL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
211,245536004,959125,0JSWIL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
212,239847428,936904,0KAFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
213,239706628,936354,0KAFL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
214,239847940,936906,0KAFL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
215,239635972,936078,0KFL21C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
216,239942404,937275,0KFL21F,,0.0,,0.0,0.01,1,EQ,BSE,BSE
217,239528452,935658,0KFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
218,239558660,935776,0KFL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
219,239773188,936614,0KFL22AA,,0.0,,0.0,0.01,1,EQ,BSE,BSE
220,239640068,936094,0KFL22B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
221,239813124,936770,0KFL22BB,,0.0,,0.0,0.01,1,EQ,BSE,BSE
222,239657988,936164,0KFL22C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
223,239693828,936304,0KFL22D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
224,239971076,937387,0KFL22E,,0.0,,0.0,0.01,1,EQ,BSE,BSE
225,239993604,937475,0KFL22F,,0.0,,0.0,0.01,1,EQ,BSE,BSE
226,239504388,935564,0KFL22H,,0.0,,0.0,0.01,1,EQ,BSE,BSE
227,239586820,935886,0KFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
228,239773700,936616,0KFL23A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
229,239813636,936772,0KFL23AA,,0.0,,0.0,0.01,1,EQ,BSE,BSE
230,239943428,937279,0KFL23B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
231,239611396,935982,0KFL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
232,239625220,936036,0KFL24A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
233,239636996,936082,0KFL24B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
234,239944452,937283,0KFL24C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
235,239944964,937285,0KFL24D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
236,239995140,937481,0KFL24E,,0.0,,0.0,0.01,1,EQ,BSE,BSE
237,239641092,936098,0KFL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
238,239659012,936168,0KFL25A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
239,239695364,936310,0KFL25B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
240,239973124,937395,0KFL25C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
241,239996164,937485,0KFL25D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
242,239775236,936622,0KFL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
243,239815172,936778,0KFL26A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
244,239973636,937397,0KFL26B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245,239945988,937289,0KFL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
246,239974660,937401,0KFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
247,239997188,937489,0KFL28A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
248,239729156,936442,0KFLSRIV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
249,239729668,936444,0KFLSRV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
250,249111556,973092,0KHTPL28,,0.0,,0.0,0.01,1000,EQ,BSE,BSE
251,239930116,937227,0KLM22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
252,239933700,937241,0KLM26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
253,245450500,958791,0KMIL21D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
254,245352196,958407,0KMIL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
255,245457924,958820,0KMIL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
256,245749252,959958,0KMIL22B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
257,245859332,960388,0KMIL22C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
258,245887748,960499,0KMIL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
259,249128964,973160,0KMIL23A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
260,245446148,958774,0KMPL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
261,245744388,959939,0KMPL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
262,245511428,959029,0KMPL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
263,249127940,973156,0KMPL23A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
264,249095172,973028,0KMPL24A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
265,239747588,936514,0LTFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
266,239748100,936516,0LTFL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
267,239871748,936999,0LTFL22AA,,0.0,,0.0,0.01,1,EQ,BSE,BSE
268,239758340,936556,0LTFL22B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
269,239872260,937001,0LTFL22BB,,0.0,,0.0,0.01,1,EQ,BSE,BSE
270,239758852,936558,0LTFL22C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
271,239761412,936568,0LTFL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
272,239761924,936570,0LTFL24A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
273,240013572,937553,0MFCL23VI,,0.0,,0.0,0.01,1,EQ,BSE,BSE
274,240014084,937555,0MFCL24VII,,0.0,,0.0,0.01,1,EQ,BSE,BSE
275,240014596,937557,0MFCL26VIII,,0.0,,0.0,0.01,1,EQ,BSE,BSE
276,240015108,937559,0MFCL28IX,,0.0,,0.0,0.01,1,EQ,BSE,BSE
277,239488516,935502,0MFL2022,,0.0,,0.0,0.01,1,EQ,BSE,BSE
278,239471364,935435,0MFL2022K,,0.0,,0.0,0.01,1,EQ,BSE,BSE
279,239879940,937031,0MFL21BB,,0.0,,0.0,0.01,1,EQ,BSE,BSE
280,239856132,936938,0MFL21C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
281,239740932,936488,0MFL22,,0.0,,0.0,0.01,1,EQ,BSE,BSE
282,239756292,936548,0MFL22A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
283,239805444,936740,0MFL22AA,,0.0,,0.0,0.01,1,EQ,BSE,BSE
284,239937284,937255,0MFL22C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
285,239900420,937111,0MFL22CC,,0.0,,0.0,0.01,1,EQ,BSE,BSE
286,239654916,936152,0MFL23,,0.0,,0.0,0.01,1,EQ,BSE,BSE
287,239856644,936940,0MFL23A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
288,239542276,935712,0MFL23A5,,0.0,,0.0,0.01,1,EQ,BSE,BSE
289,239880452,937033,0MFL23AA,,0.0,,0.0,0.01,1,EQ,BSE,BSE
290,239515140,935606,0MFL23AV,,0.0,,0.0,0.01,1,EQ,BSE,BSE
291,239937796,937257,0MFL23B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
292,239949572,937303,0MFL23C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
293,239900932,937113,0MFL23CC,,0.0,,0.0,0.01,1,EQ,BSE,BSE
294,239950084,937305,0MFL23D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
295,239977732,937413,0MFL23E,,0.0,,0.0,0.01,1,EQ,BSE,BSE
296,239985924,937445,0MFL23VI,,0.0,,0.0,0.01,1,EQ,BSE,BSE
297,239741444,936490,0MFL24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
298,239756804,936550,0MFL24A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
299,239805956,936742,0MFL24AA,,0.0,,0.0,0.01,1,EQ,BSE,BSE
300,239880964,937035,0MFL24BB,,0.0,,0.0,0.01,1,EQ,BSE,BSE
301,239857156,936942,0MFL24C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
302,239978244,937415,0MFL24D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
303,239986436,937447,0MFL24VII,,0.0,,0.0,0.01,1,EQ,BSE,BSE
304,239607300,935966,0MFL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
305,239621124,936020,0MFL25A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
306,239901444,937115,0MFL25B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
307,239938308,937259,0MFL25C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
308,239950596,937307,0MFL25D,,0.0,,0.0,0.01,1,EQ,BSE,BSE
309,239741956,936492,0MFL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
